Word,Expected Bucket Size
agape,213.50021598272173
email,119.34816414686802
condo,350.06090712743
moron,277.48207343412525
dough,298.54384449244066
aging,303.31879049676013
peace,167.4103671706267
speak,179.85356371490306
topic,175.19179265658784
apply,323.81036717062636
often,152.07213822894195
wrest,131.4613390928729
crick,337.4768898488121
evade,249.46133909287278
aorta,149.39481641468703
cress,179.4431965442766
parka,292.0004319654428
saucy,160.725269978402
swear,113.60561555075572
rerun,182.20172786177136
awake,262.9455723542116
share,85.47170626349875
color,208.43585313174975
holly,316.2647948164148
leash,100.51533477321792
eater,114.08336933045337
utter,176.10323974082107
bleep,264.3002159827213
yearn,91.9961123110149
again,257.9434125269978
found,287.6643628509719
crock,341.2228941684666
olden,127.60215982721355
trait,141.17796976241945
fella,230.50928725701982
humus,503.63412526997837
stage,102.56112311015103
flail,266.87645788336937
stave,123.23671706263485
train,88.76933045356347
odder,215.21684665226815
leper,178.9948164146872
refer,353.04319654427655
focal,180.32440604751667
waive,159.8526997840176
title,144.9697624190068
strip,152.26393088552948
seedy,230.31922246220327
scrub,216.96803455723574
logic,187.2496760259183
rural,177.78963282937386
abbot,263.161555075594
gawky,371.80950323974076
stray,114.91792656587457
juror,374.1352051835853
lever,226.24492440604786
cinch,388.0928725701945
retch,138.0323974082077
tweed,279.80000000000024
dodgy,479.74816414686813
sixth,305.7239740820737
uncle,132.38833693304562
teddy,264.33822894168475
fjord,364.5429805615554
sport,139.7222462203027
alpha,297.73779697624184
moult,174.5395248380133
novel,155.6712742980565
seven,239.9840172786181
ferry,264.57840172786183
score,91.47775377969738
libel,224.547300215983
shift,249.85701943844538
digit,373.55637149028087
enjoy,265.6617710583154
shear,92.7451403887687
inner,173.84924406047543
silly,258.3157667386607
amaze,289.99092872570196
greet,169.4475161987044
penne,337.2177105831533
totem,198.97926565874758
taint,180.2734341252703
grail,111.44146868250515
ditty,337.33606911447106
offer,243.3663066954645
epoch,211.30410367170654
unset,123.0596112311013
palsy,173.45356371490325
serif,119.39999999999982
hurry,327.87429805615574
spool,272.98531317494604
elate,113.8440604751618
sumac,202.23714902807808
power,168.23974082073457
ladle,165.20734341252722
flair,125.00863930885504
stank,173.59092872570216
table,98.65183585313149
plumb,363.59524838012965
wreck,239.31274298056184
drool,220.9231101511882
flask,240.606047516199
stare,71.29460043196524
mammy,566.9092872570197
gaunt,166.1136069114474
witch,292.9887688984883
badge,177.20561555075625
dingo,269.6358531317495
axion,214.103239740821
denim,189.8319654427649
visor,163.10885529157704
gamut,211.7982721382293
bagel,146.81684665226823
elegy,261.9140388768897
fuzzy,855.6807775377972
flick,340.987041036717
faith,180.628509719223
serve,205.91058315334791
basic,165.10280777537824
manic,183.4259179265662
write,112.41771058315311
godly,259.4440604751619
mason,149.07948164146907
ditch,240.6198704103674
error,276.6889848812095
exile,252.88336933045377
armor,211.86306695464393
preen,181.1356371490283
rupee,195.09416846652294
quake,214.01771058315353
align,163.799136069115
alien,83.59697624190038
ombre,162.5360691144712
argue,109.36457883369307
fluff,723.4267818574516
treat,126.92311015118764
guest,163.402591792657
vouch,342.1827213822894
wharf,253.42850971922272
adult,149.10539956803484
defer,265.34384449244084
shown,267.0665226781858
shack,264.1490280777539
youth,221.38963282937394
burly,223.47343412527024
batty,299.3740820734344
belly,304.4609071274296
salad,207.69632829373674
sworn,178.1464362850975
windy,351.9053995680346
grate,84.58099352051815
proud,201.7498920086396
folly,389.26954643628517
lying,241.95809935205224
label,191.21339092872597
troll,155.95291576673887
reply,142.0928725701948
steel,148.64492440604783
drift,194.86263498920118
pouch,280.796112311015
theme,239.93304535637168
fling,295.38704103671716
needy,264.93866090712737
sloth,147.8596112311018
atone,78.95939524837996
meter,175.79308855291612
laugh,196.78833693304568
enema,208.85917926565895
turbo,184.07904967602622
ember,276.77105831533476
geese,329.90453563714885
order,198.59827213822916
grimy,231.98833693304564
satin,109.38272138228913
shore,97.93131749460021
heist,125.4604751619868
groom,342.39092872570205
deign,199.29114470842373
voter,134.19481641468718
fruit,178.06954643628558
sober,114.93693304535614
world,197.12699784017315
ionic,288.1231101511879
toast,163.33606911447106
enter,151.20302375809968
verve,385.1235421166307
masse,174.96025917926596
model,149.3939524838017
tense,145.71619870410393
wordy,265.5866090712741
feral,113.67991360691121
flaky,294.4194384449244
nasal,191.0639308855295
mecca,248.2397408207345
tonga,159.00518358531352
first,160.1136069114475
width,302.2190064794815
risen,92.75637149028057
feast,115.168466522678
super,131.91403887689026
infer,148.72613390928763
terse,128.88250539956823
kayak,565.3688984881213
graze,153.83110151187924
haute,103.89071274298031
jolly,457.6099352051835
waver,172.7200863930888
scion,153.49157667386638
prior,214.66133909287274
humid,317.0777537796975
eking,256.32958963282937
bulky,395.6082073434124
foggy,535.9874730021602
clung,254.53002159827224
raspy,155.73002159827254
black,276.0479481641468
spelt,129.7429805615554
tumor,165.5572354211666
flush,274.3762419006479
grave,142.41079913606953
teach,122.41684665226761
awful,276.0522678185744
bathe,127.1269978401725
anvil,193.87084233261373
price,114.26997840172768
wafer,155.83714902807793
dowry,267.41641468682496
smash,321.21943844492444
bliss,298.9991360691145
bobby,683.0509719222465
draft,152.42030237581022
pinky,334.0971922246221
snack,209.9416846652271
zebra,195.80431965442793
acute,102.49114470842309
buyer,168.78660907127463
prove,159.9546436285101
wench,238.77624190064824
rigor,241.95377969762438
droop,306.335637149028
nomad,194.01684665226819
jiffy,734.738228941685
spiky,306.48164146868237
snuck,307.6971922246221
cloak,184.63714902807814
mealy,135.98660907127464
prime,133.45529157667417
axiom,255.5995680345575
equal,195.98056155507572
leapt,96.66652267818547
brute,125.88984881209473
shiny,202.15766738660943
cease,129.69114470842356
girth,178.58704103671744
doing,248.40129589632863
motto,493.99784017278625
unzip,382.24751619870403
repel,176.09892008639335
choir,153.09157667386643
sower,127.03974082073415
roomy,322.9222462203024
lover,137.2522678185749
tight,370.95334773218144
audio,183.7127429805618
wrung,281.43887688984904
ovary,171.88466522678212
thyme,175.5866090712744
chaff,421.7792656587472
radii,204.39092872570214
house,128.79524838012983
chump,414.89892008639316
admin,218.1991360691148
trust,218.06695464362878
trope,97.32915766738638
guise,142.63801295896354
beady,175.59265658747336
brand,158.94816414686858
quill,429.2419006479482
tiara,141.80259179265695
belch,203.84233261339128
glyph,320.07127429805615
nadir,121.67473002159801
bleed,265.7809935205183
thorn,144.60000000000042
shirk,201.1926565874734
sleep,193.5753779697627
poise,105.88293736501056
could,198.52742980561595
chess,297.0941684665227
genie,213.1123110151191
dolly,334.94470842332623
staid,128.71663066954676
creme,200.6112311015121
bloat,134.67602591792692
lathe,91.39654427645766
scold,162.89805615550787
ovine,164.35723542116668
drink,225.169330453564
baton,148.52915766738695
swine,145.11576673866128
tibia,267.5071274298054
boxer,213.20043196544296
oxide,204.3736501079916
biddy,514.9343412527002
lurid,157.1935205183589
porch,216.48855291576712
umbra,231.32915766738685
freer,343.67732181425487
brief,165.20993520518388
cobra,160.11965442764628
loopy,342.02980561555063
mamma,778.5101511879051
reign,134.38315334773256
river,236.41857451403914
hussy,426.80561555075604
ought,255.03974082073464
limit,281.29200863930885
otter,155.37408207343435
downy,323.0457883369331
cavil,192.90669546436317
musky,393.9434125269978
truth,273.8941684665228
earth,97.29460043196515
metro,115.79049676025882
untie,116.17667386609037
widen,211.83110151187935
pitch,254.52051835853166
dingy,332.8151187904966
reuse,146.96371490280814
beard,129.71101511879087
gloat,124.04622030237562
truer,159.22980561555102
fresh,160.73563714902835
filet,132.50151187905016
tarot,144.0920086393091
clamp,219.55809935205218
groin,158.72526997840208
opine,129.85442764578866
taker,99.78876889848794
floor,264.26911447084245
pence,220.77796976241922
inlay,153.16414686825064
clash,159.76717062635024
vocal,196.35723542116662
relic,103.82678185745128
spray,152.12570194384483
ready,114.21209503239729
story,133.48812095032426
angst,155.28855291576696
warty,158.82807775378004
pithy,253.32397408207385
swash,357.69546436285094
golly,349.0311015118791
mound,269.7740820734341
bloom,409.2894168466523
vogue,222.66825053995714
loser,83.16414686825027
drone,104.72181425485941
tooth,469.32138228941665
flash,189.41987041036748
build,259.0777537796977
hardy,171.6678185745144
angry,173.2712742980565
dwarf,253.3956803455727
lusty,190.8652267818577
circa,199.62634989200893
tidal,129.22375809935238
buddy,611.4622030237585
groan,132.28725701943887
abate,166.56976241900674
saute,84.33736501079898
mount,197.58315334773255
spell,231.18747300216006
krill,248.50323974082093
above,169.04578833693324
acorn,119.25658747300191
bossy,364.8444924406047
scrap,147.51835853131786
arbor,221.9606911447088
began,173.93218142548628
hound,240.3589632829378
tempo,165.14514038876925
guard,172.61555075593984
joust,256.17926565874745
datum,198.46609071274324
woman,228.06609071274326
beech,318.12483801295906
debut,194.9853131749463
brook,384.4816414686824
ozone,285.04751619870416
frown,259.3818574514039
swept,205.37667386609107
spill,283.19611231101527
force,132.54211663066982
jetty,356.46609071274287
kappa,608.6060475161989
verge,289.69287257019425
tasty,224.66306695464405
marry,251.01209503239767
lasso,178.93866090712757
ether,183.21771058315372
savvy,348.84967602591786
drank,169.8596112311017
excel,316.70626349892
snore,82.60259179265637
scene,177.10367170626378
stake,117.62807775377958
caulk,213.23758099352085
usage,127.4570194384448
chasm,226.4038876889852
lurch,198.84535637149065
droit,124.12311015118769
hence,223.61425485961152
sweep,302.1274298056154
macro,148.5334773218147
shark,178.58704103671738
array,298.57062634989194
phony,248.30107991360717
hippy,453.5805615550755
exert,250.13347732181455
cigar,136.00043196544314
savor,131.84406047516234
grape,113.12699784017256
jerky,271.98747300215996
hover,167.65658747300245
wound,296.0764578833694
craze,133.62634989200888
haven,156.17840172786217
media,152.78747300216008
aglow,227.31101511879075
hotly,180.04535637149058
wispy,318.15680345572355
plunk,296.5913606911446
never,241.43974082073476
grain,126.45917926565849
plead,144.01511879049718
diary,132.66306695464388
heave,222.31663066954667
slyly,473.04751619870416
court,138.39611231101546
hedge,305.87084233261305
molar,118.93606911447056
bully,464.5153347732181
swift,278.5066954643629
robot,260.3719222462202
attic,227.27559395248394
verso,138.25097192224658
whiny,310.28725701943836
miner,124.12138228941663
bland,191.36457883369354
bluer,136.23110151187944
semen,196.3460043196547
bugle,204.7615550755944
raise,61.000863930885586
stall,183.79308855291603
alike,110.55939524837991
agent,122.45485961123089
along,154.9948164146872
grill,230.70194384449266
speck,254.51706263498951
arena,131.0172786177108
pooch,423.8060475161988
daddy,522.0946004319653
shyly,344.55334773218135
ovoid,433.03542116630666
suite,104.73218142548572
glory,167.31360691144752
aroma,207.5373650107994
clack,348.00388768898483
crave,123.96414686825034
medal,147.31187904967632
crime,116.68293736501056
harry,224.82807775377992
tabby,308.02721382289417
where,256.15593952483806
steak,140.3442764578837
occur,282.0842332613391
clasp,161.44319654427687
slimy,189.68250539956838
bongo,468.7131749460042
unite,114.0721382289414
plate,89.29114470842312
elite,136.18444924406083
tonic,155.4734341252702
medic,199.43023758099386
coven,181.1857451403891
throw,218.11533477321854
valet,114.0902807775376
torso,189.27300215982757
moist,147.12872570194418
diode,189.07516198704144
flare,98.16630669546407
dusky,357.86393088552916
crawl,151.2280777537799
sunny,343.34470842332604
demon,178.45485961123148
dowel,171.3663066954648
flank,243.31792656587513
icing,418.2328293736501
plant,121.22894168466495
queen,317.1546436285097
clerk,154.86263498920124
ethos,159.41814254859642
snout,158.02289416846693
grant,115.61166306695435
shake,143.83801295896362
hyena,146.2691144708426
nicer,111.85874730021573
omega,171.34211663066986
knave,188.6907127429808
manga,360.29848812095014
femur,201.67904967602615
brave,148.1023758099355
brown,245.21166306695508
early,96.58790496760237
slang,143.20215982721413
amble,152.8989200863935
whale,134.8419006479484
mouse,140.25356371490312
plaid,163.37062634989235
briny,184.95507559395284
quiet,175.78099352051856
carat,166.18617710583183
purse,127.57537796976216
gleam,161.33174946004357
polar,111.42159827213801
idler,116.8453563714901
mange,146.8082073434129
breed,250.0012958963286
abuse,128.25010799136086
rinse,85.01123110151165
mucus,468.18358531317506
relay,97.00518358531289
grace,100.72181425485945
thigh,380.30453563714923
chair,129.37667386609095
baron,131.61598272138264
empty,238.19913606911476
ovate,115.31619870410351
scour,144.75464362851005
paint,130.48596112311037
scone,107.22894168466503
smirk,208.9300215982724
giddy,510.5930885529156
tapir,108.0228941684663
staff,288.82548596112304
ditto,273.57192224622054
noise,91.15637149028063
party,139.0768898488125
print,139.3395248380132
roost,185.7568034557239
scowl,210.1213822894172
spout,195.35421166306745
filmy,321.863930885529
decry,160.07732181425519
goofy,516.7978401727863
elbow,225.69978401727877
fetus,182.12224622030266
twice,145.19784017278656
cumin,263.5900647948165
myrrh,374.9637149028078
truce,102.0816414686822
lumpy,338.40043196544275
sissy,480.6440604751619
sepia,111.86997840172764
loath,116.1870410367168
crier,157.64449244060503
cycle,218.9550755939526
chick,533.3334773218141
karma,311.52958963282936
eagle,161.5261339092875
leggy,300.16889848812093
knoll,334.43498920086387
gooey,244.6570194384452
north,144.37451403887718
eclat,107.13563714902783
least,78.18963282937341
abled,150.5110151187908
gaily,166.6881209503243
milky,307.8069114470843
wiser,128.01771058315333
ninja,392.5170626349893
light,204.12397408207366
crack,288.93088552915754
smote,116.03498920086375
crypt,177.26609071274328
impel,172.26997840172817
swoon,360.99654427645794
happy,369.0829373650108
pound,247.97969762419044
equip,288.73650107991364
basin,152.70539956803492
boule,138.1732181425489
mafia,344.12483801295895
crept,125.87602591792637
stark,146.2691144708426
mourn,184.76501079913626
beget,255.81555075593985
stand,131.71360691144739
lipid,375.9624190064796
rumba,231.2557235421169
money,160.68034557235455
taper,89.4172786177103
posit,154.4868250539961
stuff,437.36371490280777
small,243.53131749460078
track,154.26652267818605
spree,172.70971922246252
weave,271.6315334773218
colon,263.8
pearl,91.10799136069087
choke,199.86393088552936
begun,247.68250539956819
adorn,129.99870410367203
eaten,129.2393088552918
value,133.48725701943872
point,155.06393088552946
whack,376.1956803455725
spiel,117.95032397408188
shoal,124.0073434125269
triad,109.28509719222427
slave,118.51706263498899
gamer,126.96803455723514
salon,101.64276457883342
snarl,94.00475161987019
wager,141.4699784017281
guppy,591.9408207343417
siege,188.222462203024
prong,199.47948164146896
bread,138.71231101511935
duvet,201.22462203023787
going,333.56069114470836
steed,189.5555075593956
fixer,223.37235421166326
scrum,214.14211663066982
retry,176.4505399568037
rebus,153.48207343412557
slept,128.58704103671738
dally,297.41555075593925
dense,183.68077753779718
straw,144.83758099352082
dilly,356.51101511879057
ester,151.00172786177134
snake,122.1015118790495
blink,284.3425485961122
stomp,232.47991360691168
china,185.37408207343455
spoof,406.1645788336934
poker,158.99481641468722
music,247.3092872570197
stunt,286.8410367170624
locus,175.67041036717086
tilde,107.93563714902778
forum,260.7399568034558
berry,251.48466522678214
dross,231.96069114470853
elfin,181.01468682505435
lunge,161.890712742981
tunic,191.87516198704134
flesh,184.78920086393128
derby,200.80647948164176
fecal,151.09244060475214
fever,331.0958963282939
noble,128.27775377969772
swung,337.6686825053997
rigid,356.8539956803457
vixen,293.1451403887689
gaudy,253.28682505399595
shock,304.8030237580993
cameo,118.86004319654408
rocky,238.9732181425488
begat,147.63326133909325
endow,235.78185745140414
glare,88.54902807775359
tepee,316.57149028077765
candy,198.1213822894171
ranch,145.95464362851004
idiom,378.77278617710573
gipsy,273.1641468682505
pique,234.52138228941698
rifle,118.55680345572327
ascot,128.35896328293757
catch,291.4112311015117
sling,177.3239740820737
theft,330.03498920086395
valid,208.81598272138268
whiff,631.7809935205187
flake,165.60302375809962
opera,109.31533477321788
prism,185.0872570194388
furor,316.8980561555076
poser,112.42203023758071
caper,106.13520518358509
woken,224.1533477321817
sting,196.87127429805625
smoke,173.6444924406051
angel,119.81209503239704
swell,259.9028077753778
heart,89.14254859611208
usurp,335.1218142548596
cruel,103.64190064794786
bleat,118.33822894168436
slump,269.1356371490279
ivory,205.50367170626365
worse,120.68984881209478
exact,173.8526997840176
banjo,272.2086393088551
pesky,246.99308855291596
vault,169.05788336933077
llama,434.56198704103656
hunky,366.68725701943833
quoth,324.0056155507561
sedan,104.65269978401705
truss,227.39222462203048
meaty,128.873866090713
baker,145.5451403887692
elder,178.65442764578862
sonar,87.86306695464339
cairn,107.35248380129563
chase,118.20431965442742
nurse,100.80820734341225
sorry,214.31403887689012
rover,238.2561555075596
sleek,219.21684665226792
loose,144.16803455723564
taken,113.64276457883354
idyll,372.42548596112323
fable,154.25529157667415
outer,100.9153347732179
focus,261.7930885529157
moldy,267.49589632829344
slime,111.43282937364994
daunt,142.87904967602617
knelt,146.60000000000025
range,100.11101511879025
shady,190.2112311015121
splat,140.2777537796981
bingo,279.1330453563715
spike,179.24190064794848
erect,156.90583153347762
penny,290.43239740820746
study,238.56544276457916
enemy,280.99222462203045
frail,124.19308855291548
puree,188.66133909287294
gruff,465.81987041036723
dealt,91.33779697624162
remit,111.08725701943824
guess,288.3883369330455
taffy,325.97624190064784
roger,198.18358531317517
mower,176.18704103671732
shush,629.728293736501
felon,149.60820734341283
forth,199.01900647948196
freak,165.12872570194423
croup,188.30194384449285
sieve,225.7498920086393
hoard,129.75939524838032
slope,110.8444924406045
tardy,133.47688984881242
solid,137.67041036717103
taste,131.2116630669549
teary,83.76544276457857
grime,141.26436285097225
junto,282.6742980561557
field,193.52786177105875
tribe,105.52872570194361
baler,101.88293736501048
gauge,198.53261339092893
hinge,172.86954643628536
space,115.78531317494574
frame,126.85831533477302
unlit,156.02721382289457
decor,129.30669546436314
clean,108.92656587472983
hoist,150.24665226781892
salve,117.31533477321794
sense,259.4751619870409
swamp,278.7416846652266
harpy,178.07386609071315
loyal,219.82246220302403
stink,217.8457883369334
screw,148.38228941684693
aloft,143.3092872570198
foray,159.1667386609075
pagan,318.0488120950324
furry,394.2501079913608
riser,142.64319654427666
cliff,400.0686825053995
caste,85.4077753779695
crush,195.26090712743016
overt,141.40691144708464
tenet,251.069978401728
plush,247.89071274298092
trend,113.19006479481618
chili,334.02375809935205
board,150.96803455723588
minus,230.29676025917942
queer,275.1555075593952
thank,204.03844492440635
lofty,215.29805615550794
annoy,253.0164146868253
synod,200.47818574514068
natal,182.6259179265663
minor,152.8626349892012
union,275.6384449244061
qualm,287.4699784017277
tower,128.81166306695496
midge,217.20043196544316
rogue,127.22807775377947
scoop,335.72829373650103
bench,214.82807775377998
owner,150.23369330453596
worth,211.12267818574543
chest,173.8190064794821
query,219.82764578833715
depth,191.95377969762447
under,144.26825053995714
gorge,192.81684665226805
scald,144.15421166306723
shaft,202.13779697624224
awoke,161.48812095032432
amply,249.89676025917953
pivot,229.08812095032434
goner,128.6388768898492
donut,185.04319654427678
plait,121.16501079913581
renal,81.15809935205155
chaos,161.63412526997865
fungi,368.70539956803464
dread,174.57667386609097
champ,283.72224622030245
altar,144.5153347732184
bushy,337.8285097192225
level,416.70885529157675
tuber,137.77408207343447
primo,183.74989200863968
tangy,177.38531317494622
manor,122.60345572354183
salvo,157.57278617710617
whine,180.32786177105874
spade,121.15032397408187
manly,185.5831533477325
fishy,300.2768898488119
patch,206.17321814254896
poppy,628.3745140388768
block,303.82246220302375
clang,171.1710583153351
lousy,170.6129589632832
nudge,213.76803455723575
syrup,219.51490280777583
shave,147.85183585313206
fatal,257.5632829373653
prowl,195.22116630669566
basis,245.27991360691172
saner,70.1257019438442
dwelt,176.2034557235423
guile,136.7814254859615
realm,97.48380129589607
crump,262.682073434125
broil,134.5015118790501
booby,657.6876889848813
razor,256.0514038876891
goody,465.0682505399565
lobby,388.345140388769
coupe,148.64319654427692
fluid,279.65658747300205
regal,106.69762419006454
stack,200.47041036717087
rarer,208.31058315334798
gouge,242.68207343412558
maker,139.50367170626382
cloth,174.54384449244097
pixel,211.59179265658776
stead,110.3719222462201
joint,220.50410367170653
lemur,134.64060475162015
crumb,285.0751619870411
skunk,451.2859611231101
shelf,183.99092872570228
forty,190.50583153347756
koala,236.90151187904988
stork,165.52181425485986
honey,146.38315334773253
erode,168.62419006479507
fibre,161.82246220302414
worry,337.7818574514039
bowel,188.8272138228944
sassy,398.7978401727863
munch,338.5481641468683
geeky,351.36025917926554
tamer,93.17365010799107
clink,244.9758099352055
greed,239.83801295896356
kneed,305.5408207343413
layer,87.8276457883367
mambo,355.3265658747301
crash,136.8799136069117
clown,225.3369330453567
waist,141.3412526997843
ruder,223.3369330453567
cheer,209.11922246220328
eager,154.26825053995708
grove,172.49287257019475
envoy,234.86349892008673
stick,235.57883369330483
husky,368.1455723542117
vaunt,179.02937365010825
utile,99.93218142548567
boost,289.25831533477304
snoop,306.7935205183587
fraud,183.851835853132
villa,313.3282937365011
bunch,341.96069114470856
sleet,136.52224622030272
laden,104.62764578833666
bravo,195.49416846652292
cello,190.743412526998
spore,103.86565874729996
imply,293.8198704103673
gumbo,411.06220302375834
murky,318.8393088552916
gravy,218.7079913606915
pupil,333.1840172786178
fetch,223.2669546436287
rabbi,238.89287257019464
tulle,169.83455723542147
corny,158.99827213822925
might,279.46565874730004
melon,134.25442764578867
month,218.55939524838055
skill,315.8725701943845
dying,331.9356371490281
frank,201.71447084233293
unfed,226.9421166306698
crook,331.6781857451406
rider,191.24103671706305
liege,195.25399568034584
eying,211.98574514038904
album,254.07473002159867
salsa,316.56544276457885
jazzy,701.8172786177107
risky,203.93736501079937
mossy,365.76717062634975
bacon,179.89589632829393
woven,242.2941684665229
fence,252.25097192224646
agree,151.46738660907155
night,241.76717062635024
blood,382.6164146868251
aloof,264.5023758099353
snaky,206.7909287257022
float,140.73045356371526
great,96.57235421166283
gulch,298.5282937365011
incur,168.70194384449272
coast,107.12958963282917
dodge,270.873002159827
tatty,374.4393088552917
towel,125.99006479481628
timid,370.8695464362853
zonal,189.3187904967605
dryly,290.5904967602591
ebony,201.13218142548632
showy,295.22462203023764
bevel,337.6609071274297
jumbo,527.616846652268
unmet,152.8116630669549
stain,114.4384449244058
pluck,346.6889848812094
scope,135.7282937365013
arose,66.0211663066953
lunch,238.86781857451436
brawl,183.6505399568038
fudge,269.81468682505385
puffy,633.4440604751617
boney,164.58099352051875
purge,165.17192224622065
madam,528.8557235421167
etude,219.73261339092898
raven,123.1615550755937
swath,215.58315334773252
olive,141.8138228941688
hater,87.95291576673837
wider,171.7516198704107
weedy,363.1546436285098
debar,136.57840172786214
outgo,348.3684665226782
shook,407.6427645788337
agony,194.5568034557239
modem,278.2881209503239
brick,257.9520518358532
welsh,182.63196544276485
spine,128.7883369330457
acrid,141.3118790496763
abide,137.688552915767
deity,146.67688984881238
amiss,251.8587473002162
filly,416.4185745140389
shove,172.88855291576698
buggy,643.1874730021599
newly,197.62721382289442
these,200.1118790496763
suave,131.90626349892037
quilt,240.61295896328318
sheik,192.9749460043199
trick,181.8466522678189
spice,136.4548596112315
right,184.14730021598302
jewel,382.09546436285115
naive,124.6431965442762
fewer,308.7529157667387
eight,182.21987041036758
hunch,451.01468682505384
canon,223.13131749460072
would,258.2881209503238
fairy,150.9473002159832
resin,95.73866090712718
cyber,164.06781857451435
cabin,179.32742980561588
pecan,131.60734341252734
alibi,271.01727861771053
borne,114.85917926565847
shall,220.44535637149056
agate,160.47991360691174
fiber,175.20475161987076
spend,172.28552915766767
brood,345.51663066954643
imbue,209.39308855291608
apron,130.84622030237614
wrack,240.0833693304539
wrath,165.1174946004323
maybe,171.40777537797
baste,104.65961123110125
stair,87.24449244060455
creek,235.86997840172822
rower,226.39438444924428
stock,226.50496760259196
token,136.68293736501107
paler,90.8168466522675
egret,181.6876889848815
prune,120.54816414686798
blurt,164.85226781857486
erase,109.04838012958953
juicy,346.0989200863929
women,200.782289416847
vinyl,267.28596112311004
soggy,349.81641468682517
fatty,318.34427645788355
wagon,229.93131749460082
carry,209.07170626349924
spent,141.29287257019476
scuba,217.42246220302397
dandy,314.0816414686826
aware,166.39956803455755
cleat,96.76760259179237
feign,221.59265658747339
horde,124.67775377969733
flute,149.93822894168505
hyper,168.15853131749486
fleck,270.64838012958967
mural,145.7498920086396
rowdy,272.0159827213823
hazel,160.0963282937367
trial,82.94211663066929
knife,223.05269978401756
amber,145.20561555075636
known,557.2989200863934
larva,251.29460043196565
rivet,132.89805615550793
abbey,239.27127429805634
scale,87.42850971922219
amuse,125.73779697624165
chose,137.3334773218145
noose,162.17840172786202
dress,194.98358531317504
older,111.03110151187887
scout,172.21036717062663
creed,198.31144708423355
dopey,182.5179265658751
